9.333333	Lac
9.733333	2AA-CT
12.1	GA2
12.96667	2AA-GIcNAc-Man-Glc
14.61667	GM3
16.58333	GM2
18.5	GA1
21.1	GM1a
25.16667	GD1a
27.81667	GD1b
30.78333	GT1b
